office-id,office-name,booking-date,product-name,article-count,postage,vas,tax,fm-charges,ps-charges,ss-charges,total_amount,avg-weight
11104966,Ananthavaram B.O,2026-04-01T00:00:00+05:30,Inland Speed Post Document,3,173,0,30,0,0,0,203,145
11661298,Anaparthy S.O,2026-04-01T00:00:00+05:30,Indiapost parcel Retail,15,566,10,102,0,0,0,668,2134
11661298,Anaparthy S.O,2026-04-01T00:00:00+05:30,Inland Speed Post Document,12,600,70,110,0,0,0,710,620
11661298,Anaparthy S.O,2026-04-01T00:00:00+05:30,Speed Post Parcel Domestic,9,1200,0,218,0,0,0,1418,21859
11661427,Andhra University S.O,2026-04-01T00:00:00+05:30,Indiapost parcel Retail,34,3027,20,544,0,450,0,3511,73044
11661427,Andhra University S.O,2026-04-01T00:00:00+05:30,Inland Speed Post Document,114,4965,360,890,0,445,70,5855,5677
11661427,Andhra University S.O,2026-04-01T00:00:00+05:30,Speed Post Parcel Domestic,6,720,0,130,0,0,95,850,10100
11660775,Andhrakesari Nagar S.O,2026-04-01T00:00:00+05:30,Inland Speed Post Document,28,1305,40,230,0,5,0,1530,695
11660775,Andhrakesari Nagar S.O,2026-04-01T00:00:00+05:30,Speed Post Parcel Domestic,10,1710,0,308,0,0,0,2018,20450
11660776,Anemadugu S.O,2026-04-01T00:00:00+05:30,Inland Speed Post Document,1,47,0,8,0,0,0,55,50
11660942,Angalakudur S.O,2026-04-01T00:00:00+05:30,Inland Speed Post Document,1,47,0,8,0,0,0,55,15
11660942,Angalakudur S.O,2026-04-01T00:00:00+05:30,Speed Post Parcel Domestic,4,600,0,108,0,0,0,708,11345
11661299,Angara S.O,2026-04-01T00:00:00+05:30,Inland Speed Post Document,2,106,0,18,0,0,0,124,185
11105335,Annadevarapeta B.O,2026-04-01T00:00:00+05:30,Inland Speed Post Document,2,94,0,16,0,0,0,110,45
11107203,Annavaram Devasthanam B.O,2026-04-01T00:00:00+05:30,Inland Speed Post Document,21,0,0,0,0,1155,0,0,525
11661205,Annavaram S.O,2026-04-01T00:00:00+05:30,Indiapost parcel Retail,3,806,10,146,0,0,0,952,22550
11661205,Annavaram S.O,2026-04-01T00:00:00+05:30,Inland Speed Post Document,11,641,60,116,0,0,0,757,500
11661205,Annavaram S.O,2026-04-01T00:00:00+05:30,Speed Post Parcel Domestic,3,300,0,54,0,100,0,354,4085
11661123,Antarvedipalem S.O,2026-04-01T00:00:00+05:30,Speed Post Parcel Domestic,1,95,0,18,0,0,0,113,1692
11106040,Anumalapalle B.O,2026-04-01T00:00:00+05:30,Inland Speed Post Document,2,94,0,16,0,0,0,110,65
11660777,Anumasamudrampeta S.O,2026-04-01T00:00:00+05:30,Indiapost parcel Retail,1,36,0,6,0,0,0,42,392
11660777,Anumasamudrampeta S.O,2026-04-01T00:00:00+05:30,Inland Speed Post Document,1,0,0,0,0,0,0,0,100
11660906,Aphb Colony S.O,2026-04-01T00:00:00+05:30,Indiapost parcel Retail,3,0,0,0,0,224,0,0,3140
11660906,Aphb Colony S.O,2026-04-01T00:00:00+05:30,Inland Speed Post Document,26,1110,0,200,0,0,0,1310,390
11100416,Appa Rao Street B.O,2026-04-01T00:00:00+05:30,Inland Speed Post Document,1,0,0,0,0,70,0,0,40
11660634,Apsp Colony(Mangalagiri) S.O,2026-04-01T00:00:00+05:30,Indiapost parcel Retail,21,420,0,76.2,0,0,966,340.2,14346
11660634,Apsp Colony(Mangalagiri) S.O,2026-04-01T00:00:00+05:30,Inland Speed Post Document,108,3057,60,552,0,0,3140,3609,6615
11660634,Apsp Colony(Mangalagiri) S.O,2026-04-01T00:00:00+05:30,Speed Post Parcel Domestic,7,680,0,124,0,0,78,804,7815
11661489,Apsp Quarters S.O,2026-04-01T00:00:00+05:30,Indiapost parcel Retail,1,0,0,0,0,0,100,0,1588
11661489,Apsp Quarters S.O,2026-04-01T00:00:00+05:30,Inland Speed Post Document,1,63,0,12,0,0,0,75,56
11661489,Apsp Quarters S.O,2026-04-01T00:00:00+05:30,Speed Post Parcel Domestic,3,300,0,56,0,0,0,356,5804
11661159,Araku Colony S.O,2026-04-01T00:00:00+05:30,Speed Post Parcel Domestic,9,885,0,160,0,0,0,1045,16303
11661160,Araku Rs S.O,2026-04-01T00:00:00+05:30,Inland Speed Post Document,6,235,0,40,0,0,0,275,140
11661160,Araku Rs S.O,2026-04-01T00:00:00+05:30,Speed Post Parcel Domestic,1,360,0,64,0,0,0,424,5340
11660451,Aravalli S.O,2026-04-01T00:00:00+05:30,Inland Speed Post Document,2,62,10,12,0,0,0,74,20
11660005,Aravindanagar S.O,2026-04-01T00:00:00+05:30,Inland Speed Post Document,9,59,0,10,0,0,415,69,240
11660005,Aravindanagar S.O,2026-04-01T00:00:00+05:30,Speed Post Parcel Domestic,1,90,0,16,0,0,0,106,860
11661072,Ardhaveedu S.O,2026-04-01T00:00:00+05:30,Speed Post Parcel Domestic,1,280,0,50,0,0,0,330,7530
11661428,Arilova S.O,2026-04-01T00:00:00+05:30,Indiapost parcel Retail,2,136,0,24,0,0,0,160,2079
11661428,Arilova S.O,2026-04-01T00:00:00+05:30,Inland Speed Post Document,4,233,0,40,0,0,0,273,265
11107889,Arthamuru B.O,2026-04-01T00:00:00+05:30,Inland Speed Post Document,1,57,0,10,0,0,0,67,50
11660065,Arugonda S.O,2026-04-01T00:00:00+05:30,Speed Post Parcel Domestic,3,300,0,54,0,0,0,354,2680
11660722,Arundalpet NDTSO,2026-04-01T00:00:00+05:30,Indiapost parcel Retail,2,52,0,10,0,0,65,62,1380
11660722,Arundalpet NDTSO,2026-04-01T00:00:00+05:30,Inland Speed Post Document,5,259,40,46,0,0,0,305,150
11661300,Aryapuram S.O,2026-04-01T00:00:00+05:30,Indiapost parcel Retail,1,281,5,50,0,0,0,331,7990
11661300,Aryapuram S.O,2026-04-01T00:00:00+05:30,Inland Speed Post Document,20,719,50,129.12,0,0,550,738.12,1785
11661300,Aryapuram S.O,2026-04-01T00:00:00+05:30,Speed Post Parcel Domestic,16,1440,0,256,0,0,0,1696,13765
11660511,Ashok Nagar S.O West Godavari,2026-04-01T00:00:00+05:30,Indiapost parcel Retail,9,36,20,6,50,406,0,42,3050
