office-id,office-name,booking-date,product-name,article-count,postage,vas,tax,fm-charges,ps-charges,ss-charges,total_amount,avg-weight
11360044,Anakapalle H.O,2026-06-01T00:00:00+05:30,Speed Post Parcel Domestic,37,3720,0,671,0,0,0,4391,51733
11104964,Ananandapuram B.O,2026-06-01T00:00:00+05:30,Inland Speed Post Document,1,0,0,0,0,0,0,0,20
11661426,Anandapuram S.O (Visakhapatnam),2026-06-01T00:00:00+05:30,Inland Speed Post Document,6,239,0,44,0,0,0,283,345
11661426,Anandapuram S.O (Visakhapatnam),2026-06-01T00:00:00+05:30,Speed Post Parcel Domestic,9,545,0,98,0,0,0,643,16494
11660905,Anantapalli S.O,2026-06-01T00:00:00+05:30,Inland Speed Post Document,1,0,0,0,0,0,0,0,20
11660003,Anantapur Collectorate S.O,2026-06-01T00:00:00+05:30,Indiapost parcel Retail,1,0,0,0,0,0,75,0,730
11660003,Anantapur Collectorate S.O,2026-06-01T00:00:00+05:30,Inland Speed Post Document,46,1784,60,319.45,0,327,515,2043.45,2940
11660003,Anantapur Collectorate S.O,2026-06-01T00:00:00+05:30,Speed Post Parcel Domestic,1,0,0,0,0,0,122,0,530
11660004,Anantapur Engg College S.O,2026-06-01T00:00:00+05:30,Inland Speed Post Document,28,1613,0,288,0,0,55,1901,2935
11660004,Anantapur Engg College S.O,2026-06-01T00:00:00+05:30,Speed Post Parcel Domestic,3,255,0,46,0,0,0,301,4600
11360001,Anantapur H.O,2026-06-01T00:00:00+05:30,Indiapost parcel Retail,19,1979,15,358,0,60,200,2337,50797
11360001,Anantapur H.O,2026-06-01T00:00:00+05:30,Inland Speed Post Document,189,8087,180,1449.69,0,1257,142,9371.69,13646
11360001,Anantapur H.O,2026-06-01T00:00:00+05:30,Speed Post Parcel Domestic,73,10300,0,1854,0,0,0,12154,204597
11260001,Anantapur RMS  BOOKING Office,2026-06-01T00:00:00+05:30,Indiapost Parcel Contractual,2,331,0,60,0,0,0,391,8088
11260001,Anantapur RMS  BOOKING Office,2026-06-01T00:00:00+05:30,Indiapost parcel Retail,30,2130,10,382,0,0,0,2512,38674
11260001,Anantapur RMS  BOOKING Office,2026-06-01T00:00:00+05:30,Inland Speed Post Document,116,5952,190,1072,0,25,302,7024,12792
11260001,Anantapur RMS  BOOKING Office,2026-06-01T00:00:00+05:30,Speed Post Parcel Domestic,4,320,0,58,0,0,0,378,2864
11660774,Anantasagaram S.O,2026-06-01T00:00:00+05:30,Inland Speed Post Document,3,47,0,8,0,0,0,55,65
11660941,Anantavaram S.O,2026-06-01T00:00:00+05:30,Inland Speed Post Document,2,62,10,12,0,0,0,74,60
11108806,Ananthagiri B.O,2026-06-01T00:00:00+05:30,Inland Speed Post Document,2,106,0,18,0,0,0,124,135
11660117,Anantharajupet S.O,2026-06-01T00:00:00+05:30,Inland Speed Post Document,5,104,0,18,0,135,0,122,210
11104966,Ananthavaram B.O,2026-06-01T00:00:00+05:30,Inland Speed Post Document,4,188,0,32,0,0,0,220,165
11108700,Ananthavaram B.O,2026-06-01T00:00:00+05:30,Inland Speed Post Document,2,47,0,8,0,0,0,55,63
11103915,Ananthavarappadu B.O,2026-06-01T00:00:00+05:30,Indiapost parcel Retail,1,132,0,24,0,0,0,156,3340
11103915,Ananthavarappadu B.O,2026-06-01T00:00:00+05:30,Inland Speed Post Document,2,136,0,24,0,0,0,160,170
11661298,Anaparthy S.O,2026-06-01T00:00:00+05:30,Indiapost parcel Retail,2,72,0,12,0,0,0,84,468
11661298,Anaparthy S.O,2026-06-01T00:00:00+05:30,Inland Speed Post Document,34,1875,270,344,0,0,0,2219,1186
11661298,Anaparthy S.O,2026-06-01T00:00:00+05:30,Speed Post Parcel Domestic,7,605,0,108,0,0,0,713,10666
11661122,Anatavaram S.O,2026-06-01T00:00:00+05:30,Inland Speed Post Document,1,59,0,10,0,0,0,69,60
11102977,Andaluru B.O,2026-06-01T00:00:00+05:30,Speed Post Parcel Domestic,1,50,0,10,0,0,0,60,300
11661427,Andhra University S.O,2026-06-01T00:00:00+05:30,Indiapost parcel Retail,2,152,0,28,0,0,0,180,3064
11661427,Andhra University S.O,2026-06-01T00:00:00+05:30,Inland Speed Post Document,122,5706,260,1026,0,80,70,6732,9912
11661427,Andhra University S.O,2026-06-01T00:00:00+05:30,International Speed Post Document,2,3000,0,540,0,0,0,3540,115
11661427,Andhra University S.O,2026-06-01T00:00:00+05:30,Speed Post Parcel Domestic,21,2116,16,382,0,0,0,2498,38710
11660775,Andhrakesari Nagar S.O,2026-06-01T00:00:00+05:30,Indiapost parcel Retail,4,384,0,70,0,0,0,454,8925
11660775,Andhrakesari Nagar S.O,2026-06-01T00:00:00+05:30,Inland Speed Post Document,22,975,10,172,0,0,0,1147,2600
11660775,Andhrakesari Nagar S.O,2026-06-01T00:00:00+05:30,Speed Post Parcel Domestic,23,1920,0,352,0,0,0,2272,34160
11106650,Andiba B.O,2026-06-01T00:00:00+05:30,Inland Speed Post Document,1,47,0,8,0,0,0,55,20
11100414,Angallu B.O,2026-06-01T00:00:00+05:30,Inland Speed Post Document,1,0,0,0,0,55,0,0,25
11660554,Angaluru S.O,2026-06-01T00:00:00+05:30,Inland Speed Post Document,2,94,0,16,0,0,0,110,32
11661299,Angara S.O,2026-06-01T00:00:00+05:30,Inland Speed Post Document,2,62,10,12,0,0,0,74,20
11106035,Anikalapalli B.O,2026-06-01T00:00:00+05:30,Indiapost parcel Retail,1,52,0,10,0,0,0,62,600
11102593,Anjimedu B.O,2026-06-01T00:00:00+05:30,Inland Speed Post Document,5,265,0,46,0,0,0,311,100
11106443,Ankampalem B.O,2026-06-01T00:00:00+05:30,Inland Speed Post Document,1,47,0,8,0,0,0,55,43
11100007,Ankampalli B.O,2026-06-01T00:00:00+05:30,Inland Speed Post Document,1,19,0,4,0,0,0,23,10
11107486,Ankavaram B.O,2026-06-01T00:00:00+05:30,Inland Speed Post Document,2,38,0,8,0,0,0,46,20
11102979,Annavaram B.O,2026-06-01T00:00:00+05:30,Indiapost parcel Retail,1,68,0,12,0,0,0,80,830
11102979,Annavaram B.O,2026-06-01T00:00:00+05:30,Inland Speed Post Document,1,59,0,10,0,0,0,69,100
11661205,Annavaram S.O,2026-06-01T00:00:00+05:30,Indiapost parcel Retail,16,0,0,0,0,688,0,0,7680
11661205,Annavaram S.O,2026-06-01T00:00:00+05:30,Inland Speed Post Document,11,509,60,92,0,0,0,601,275
11661205,Annavaram S.O,2026-06-01T00:00:00+05:30,Speed Post Parcel Domestic,7,825,0,148,0,0,0,973,12735
11106446,Antarvedi Devastanam B.O,2026-06-01T00:00:00+05:30,Inland Speed Post Document,5,316,0,56,0,15,0,357,730
11661123,Antarvedipalem S.O,2026-06-01T00:00:00+05:30,Inland Speed Post Document,1,47,0,8,0,0,0,55,20
11107488,Antivalasa B.O,2026-06-01T00:00:00+05:30,Inland Speed Post Document,2,38,0,8,0,0,0,46,10
11660777,Anumasamudrampeta S.O,2026-06-01T00:00:00+05:30,Indiapost parcel Retail,3,401,5,74,0,0,0,475,9565
