Office ID,Office Name,Booking Date,Product Name,Walk-in Customer,Registered Bulk,On Postal Service,Govt Service,Walk-in Non-Commercial,Non-Commercial,Commercial,E-commerce,PIDPI,Student Mail,Others,Walk-in Commercial,Walk-in E-commerce,Bulk Non-Commercial,Bulk Commercial,Bulk E-commerce,BO Rebooking,Free Active Service,Inter FPO
11661431,Bheemunipatnam S.O,01-04-2026,All Products,68,12,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11660514,Bhimadole S.O,01-04-2026,All Products,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11660454,Bhimavaram Bazar S.O,01-04-2026,All Products,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11360017,Bhimavaram H.O,01-04-2026,All Products,147,52,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11660455,Bhimavaram Railway Colony S.O,01-04-2026,All Products,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11661490,Bhogapuram S.O,01-04-2026,All Products,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11660008,Bhogasamudram Project S.O,01-04-2026,All Products,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11661301,Bikkavolu S.O,01-04-2026,All Products,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11660781,Bitragunta S.O,01-04-2026,All Products,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11661258,Bobbili Bazar S.O,01-04-2026,All Products,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11661259,Bobbili Govt.Hospital Road S.O,01-04-2026,All Products,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11360048,Bobbili H.O,01-04-2026,All Products,43,58,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11661127,Bodasakurru S.O,01-04-2026,All Products,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11101631,Bollavaram B.O,01-04-2026,All Products,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11105355,Bommidi B.O,01-04-2026,All Products,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11661492,Bondapalli S.O,01-04-2026,All Products,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11660835,Bosenagar S.O (Prakasam),01-04-2026,All Products,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11660782,Brahmadevam S.O,01-04-2026,All Products,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11660232,Brahmanakotkur S.O,01-04-2026,All Products,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11660726,Brahmanapalle S.O,01-04-2026,All Products,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11661366,Brahmanatarla S.O,01-04-2026,All Products,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11660383,Buchinaidu Kandriga S.O,01-04-2026,All Products,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11660783,Buchireddypalem S.O,01-04-2026,All Products,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11360038,Buckinghampet H.O,01-04-2026,All Products,400,18,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11660173,Budili S.O,01-04-2026,All Products,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11661367,Budithi S.O,01-04-2026,All Products,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
